Name,Survived,Boarded,Class,MWC,Age,Adut_or_Chld,Sex,Paid,Ticket_No,Boat_or_Body,Job,Class_Dept,Class_Full
"SADOWITZ, Mr Henry",Dead,Southampton,3,Man,17,Adult,Male,7.59166667,,,Fur Cutter,,3
"S_THER, Mr Simon Sivertsen",Dead,Southampton,3,Man,43,Adult,Male,7.25,3101262,[32],Miner,3rd Class Passenger,3
"SAGE, Master Anthony William",Dead,Southampton,3,Child,12,Child,Male,69.55,2343,[67],,3rd Class Passenger,3
"SAGE, Master Thomas Henry",Dead,Southampton,3,Child,4,Child,Male,69.55,2343,,,3rd Class Passenger,3
"SAGE, Miss Constance Gladys",Dead,Southampton,3,Child,7,Child,Female,69.55,2343,,,3rd Class Passenger,3
"SAGE, Miss Dorothy",Dead,Southampton,3,Child,14,Child,Female,69.55,2343,,Scholar,3rd Class Passenger,3
"SAGE, Miss Elizabeth Ada",Dead,Southampton,3,Child,10,Child,Female,69.55,2343,,,3rd Class Passenger,3
"SAGE, Miss Stella Anne",Dead,Southampton,3,Woman,20,Adult,Female,69.55,2343,,Dressmaker / Couturire,3rd Class Passenger,3
"SAGE, Mr Douglas Bullen",Dead,Southampton,3,Man,18,Adult,Male,69.55,2343,,Baker,3rd Class Passenger,3
"SAGE, Mr Frederick",Dead,Southampton,3,Man,16,Adult,Male,69.55,2343,,Cook,3rd Class Passenger,3
"SAGE, Mr George John",Dead,Southampton,3,Man,19,Adult,Male,69.55,2343,,Barman,3rd Class Passenger,3
"SAGE, Mr John George",Dead,Southampton,3,Man,44,Adult,Male,69.55,2343,,Tradesman,3rd Class Passenger,3
"SAGE, Mrs Annie Elizabeth",Dead,Southampton,3,Woman,44,Adult,Female,69.55,2343,,,3rd Class Passenger,3
"S_GESSER, Mlle Emma",Alive,Cherbourg,1,Woman,24,Adult,Female,69.3,17477,9,Personal Maid,1st Class PassengerServant,1
"SALANDER, Mr Karl Johan",Dead,Southampton,3,Man,24,Adult,Male,9.325,7266,,General Labourer,3rd Class Passenger,3
"SALKJELSVIK, Miss Anna Kristine",Alive,Southampton,3,Woman,21,Adult,Female,7.65,343120,C,,3rd Class Passenger,3
"SALOMON, Mr Abraham Lincoln",Alive,Cherbourg,1,Man,43,Adult,Male,26,111163,1,Businessman,1st Class Passenger,1
"SALONEN, Mr Johan Werner",Dead,Southampton,3,Man,29,Adult,Male,7.925,3101296,,General Labourer,3rd Class Passenger,3
"SALUSSOLIA, Sig. Govanni",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Glass Man,Restaurant Staff,R
"SAMAAN, Mr Elias",Dead,Cherbourg,3,Man,17,Adult,Male,21.6791667,2662,,General Labourer,3rd Class Passenger,3
"SAMAAN, Mr Hanna Elias",Dead,Cherbourg,3,Man,40,Adult,Male,21.6791667,2662,,General Labourer,3rd Class Passenger,3
"SAMAAN, Mr Youssef",Dead,Cherbourg,3,Man,16,Adult,Male,21.6791667,2662,,General Labourer,3rd Class Passenger,3
"SAMUEL, Mr Owen Wilmore",Dead,Southampton,Crew,Man,46,Adult,Male,,,[217],Saloon Steward (2nd class),Victualling Crew,V
"SANDSTRM, Miss Beatrice Irene",Alive,Southampton,3,Child,1,Child,Female,16.7,9549,13,,3rd Class Passenger,3
"SANDSTRM, Miss Marguerite Rut",Alive,Southampton,3,Child,4,Child,Female,16.7,9549,13,,3rd Class Passenger,3
"SANDSTRM, Mrs Agnes Charlotta",Alive,Southampton,3,Woman,24,Adult,Female,16.7,9549,13,,3rd Class Passenger,3
"SANGSTER, Mr Charles Edward",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Fireman,Engineering Crew,E
"SAP, Mr Julius (Jules)",Alive,Southampton,3,Man,21,Adult,Male,9.5,,11,,,3
"SARTORI, Sig. Lazar",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Assistant Glass Man,Restaurant Staff,R
"SAUNDERCOCK, Mr William Henry",Dead,Southampton,3,Man,19,Adult,Male,8.05,2151,,Miner,3rd Class Passenger,3
"SAUNDERS, Mr D. E.",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"SAUNDERS, Mr F.",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Fireman,Engineering Crew,E
"SAUNDERS, Mr W.",Dead,Southampton,Crew,Man,23,Adult,Male,,,[184],Fireman,Engineering Crew,E
"SAUNDERS, Mr Walter Edward",Dead,Southampton,Crew,Man,23,Adult,Male,,,[0],Trimmer,Engineering Crew,E
"SAVAGE, Mr Charles Joseph",Alive,Southampton,Crew,Man,23,Adult,Male,,,11,Steward,Victualling Crew,V
"SAWYER, Mr Frederick Charles",Dead,Southampton,3,Man,33,Adult,Male,8.05,342826,[284],Gardener,3rd Class Passenger,3
"SAWYER, Mr Robert James",Dead,Southampton,Crew,Man,31,Adult,Male,,,,Window Cleaner,Deck Crew,D
"SCANLAN, Mr James",Dead,Queenstown,3,Man,22,Adult,Male,7.725,36209,,,3rd Class Passenger,3
"SCARROTT, Mr Joseph George",Alive,Southampton,Crew,Man,33,Adult,Male,,,14,Able Seaman,Deck Crew,D
"SCAVINO, Sig. Candido",Dead,Southampton,Crew,Man,42,Adult,Male,,,,Carver,Restaurant Staff,R
"SCHABERT, Mrs Emma",Alive,Cherbourg,1,Woman,35,Adult,Female,57.75,13236,11,,1st Class Passenger,1
"SCHEERLINCK, Mr Jean",Alive,Southampton,3,Man,29,Adult,Male,9.5,345779,11,,3rd Class Passenger,3
"SCHMIDT, Mr August",Dead,Southampton,2,Man,26,Adult,Male,13,248659,,,2nd Class Passenger,2
"SCOTT, Mr Archibald",Dead,Southampton,Crew,Man,41,Adult,Male,,,,Fireman,Engineering Crew,E
"SCOTT, Mr Frederick William",Alive,Southampton,Crew,Man,28,Adult,Male,,,4,Greaser,Engineering Crew,E
"SCOTT, Mr John",Dead,Southampton,Crew,Man,19,Adult,Male,,,,Assistant boots steward (1st Class),Victualling Crew,V
"SCOVELL, Mr Robert",Dead,Southampton,Crew,Man,54,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V
"SDYCOFF, Mr Todor",Dead,Southampton,3,Man,42,Adult,Male,7.89583333,349222,,,3rd Class Passenger,3
"SEDGWICK, Mr Charles Frederick Waddington",Dead,Southampton,2,Man,28,Adult,Male,13,244361,,,2nd Class Passenger,2
"SEDUNARY, Mr Samuel Francis",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Second third class steward,Victualling Crew,V
"SELF, Mr Albert Charles Edward",Alive,Southampton,Crew,Man,24,Adult,Male,,,,Fireman,Engineering Crew,E
"SELF, Mr Alfred Henry",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Greaser,Engineering Crew,E
"SEMAN, Master Betros",Dead,Cherbourg,3,Child,10,Child,Male,4,2622,,,3rd Class Passenger,3
"SENIOR, Mr Harry",Alive,Southampton,Crew,Man,31,Adult,Male,,,,Fireman,Engineering Crew,E
"SERREPLAN, Miss Auguste",Alive,Southampton,1,Woman,30,Adult,Female,31,113798,4,Personal Maid,1st Class PassengerServant,1
"SESIA, Sig. Giacomo",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Waiter,Restaurant Staff,R
"SEWARD, Mr Frederic Kimber",Alive,Southampton,1,Man,34,Adult,Male,26.55,113794,7,Lawyer,1st Class Passenger,1
"SEWARD, Mr Wilfred Deable",Alive,Southampton,Crew,Man,25,Adult,Male,,,3,Chief Pantry Steward (2nd Class),Victualling Crew,V
"SHARP, Mr Percival",Dead,Southampton,2,Man,27,Adult,Male,26,244358,,,2nd Class Passenger,2
"SHAUGHNESSY, Mr Patrick",Dead,Queenstown,3,Man,24,Adult,Male,7.75,370374,,Farm Labourer,3rd Class Passenger,3
"SHAW, Mr Henry",Dead,Southampton,Crew,Man,39,Adult,Male,,,,Kitchen Porter,Victualling Crew,V
"SHEA, Mr John Joseph",Dead,Belfast,Crew,Man,39,Adult,Male,,,[11],Saloon Steward (1st class),Victualling Crew,V
"SHEA, Mr Thomas",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Fireman,Engineering Crew,E
"SHEATH, Mr Frederick",Alive,Southampton,Crew,Man,20,Adult,Male,,,1,Trimmer,Engineering Crew,E
"SHEDID, Mr Daher",Dead,Cherbourg,3,Man,19,Adult,Male,7.225,2698,[9],,3rd Class Passenger,3
"SHELLARD, Mr Frederick William Blainey",Dead,Southampton,3,Man,55,Adult,Male,15.1,6212,,Painter & Decorator,3rd Class Passenger,3
"SHELLEY, Mrs Imanita Parrish",Alive,Southampton,2,Woman,25,Adult,Female,26,230433,12,,2nd Class Passenger,2
"SHEPHERD, Mr Jonathan",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Junior Assistant 2nd. Engineer,Engineering Crew,E
"SHIERS, Mr Alfred Charles",Alive,Southampton,Crew,Man,25,Adult,Male,,,,Fireman,Engineering Crew,E
"SHIHaB, Mr Al-Amir Faris",Dead,Cherbourg,3,Man,29,Adult,Male,7.225,,,General Labourer,,3
"SHILLABEER, Mr Charles Frederick",Dead,Southampton,Crew,Man,19,Adult,Male,,,[195],Trimmer,Engineering Crew,E
"SHINE, Miss Ellen",Alive,Queenstown,3,Woman,20,Adult,Female,7.829,,,,,3
"SHORNEY, Mr Charles Joseph",Dead,Southampton,3,Man,22,Adult,Male,8.05,374910,,Valet,3rd Class Passenger,3
"SHUTES, Miss Elizabeth Weed",Alive,Southampton,1,Woman,40,Adult,Female,153.4625,17582,3,Governess,1st Class PassengerServant,1
"SIEBERT, Mr Sidney Conrad",Dead,Belfast,Crew,Man,29,Adult,Male,,,4,Bed Room Steward,Victualling Crew,V
"SILVN, Miss Lyyli Karoliina",Alive,Southampton,2,Woman,17,Adult,Female,13,250652,16,,2nd Class Passenger,2
"SILVERTHORNE, Mr Spencer Victor",Alive,Southampton,1,Man,35,Adult,Male,26.2875,17475,5,,1st Class Passenger,1
"SILVEY, Mr William Baird",Dead,Cherbourg,1,Man,51,Adult,Male,55.9,13507,,Businessman,1st Class Passenger,1
"SILVEY, Mrs Alice Gray",Alive,Cherbourg,1,Woman,39,Adult,Female,55.9,,11,,,1
"SIMMONS, Mr Andrew George James",Alive,Southampton,Crew,Man,31,Adult,Male,,,,Scullion,Victualling Crew,V
"SIMMONS, Mr Frederick Charles",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"SIMMONS, Mr John",Dead,Southampton,3,Man,40,Adult,Male,8.05,392082,,General Labourer,3rd Class Passenger,3
"SIMMONS, Mr William",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Passage Cook,Victualling Crew,V
"SIMONIUS-BLUMER, Mr Colonel (Oberst) Alfons",Alive,Southampton,1,Man,56,Adult,Male,35.5,13213,3,Banker,1st Class Passenger,1
"SIMPSON, Dr John Edward",Dead,Southampton,Crew,Man,37,Adult,Male,,,,Assistant Surgeon,Deck Crew,D
"SINCOCK, Miss Maude",Alive,Southampton,2,Woman,20,Adult,Female,36.75,33112,11,,2nd Class Passenger,2
"SINKKONEN, Miss Anna",Alive,Southampton,2,Woman,29,Adult,Female,13,250648,10,,2nd Class Passenger,2
"SIRAYANIAN, Mr Orsen",Dead,Cherbourg,3,Man,22,Adult,Male,7.22916667,2669,,Farmer,3rd Class Passenger,3
"SIROTA, Mr Morris",Dead,Southampton,3,Man,20,Adult,Male,8.05,,,Tailor,,3
"SIVIC, Mr Husein",Dead,Southampton,3,Man,40,Adult,Male,7.89583333,349251,,General Labourer,3rd Class Passenger,3
"SIVIER, Mr William",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Steward (3rd Class),Victualling Crew,V
"SIVOLA, Mr Antti Wilhelm",Dead,Southampton,3,Man,21,Adult,Male,7.925,3101280,,General Labourer,3rd Class Passenger,3
"SJoBLOM, Miss Anna Sofia",Alive,Southampton,3,Woman,18,Adult,Female,6.49583333,3101265,16,,3rd Class Passenger,3
"SJoSTEDT, Mr Ernst Adolf",Dead,Southampton,2,Man,59,Adult,Male,13.5,237442,,,2nd Class Passenger,2
"SKEATES, Mr William",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Trimmer,Engineering Crew,E
"SKINNER, Mr Edward",Dead,Belfast,Crew,Man,33,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"SKOOG, Master Harald",Dead,Southampton,3,Child,5,Child,Male,27.9,347088,,,3rd Class Passenger,3
"SKOOG, Master Karl Thorsten",Dead,Southampton,3,Child,11,Child,Male,27.9,347088,,,3rd Class Passenger,3
"SKOOG, Miss Mabel",Dead,Southampton,3,Child,9,Child,Female,27.9,347088,,,3rd Class Passenger,3
"SKOOG, Miss Margit Elizabeth",Dead,Southampton,3,Child,2,Child,Female,27.9,347088,,,3rd Class Passenger,3
"SKOOG, Mr Wilhelm (William Johansson)",Dead,Southampton,3,Man,40,Adult,Male,27.9,,,General Labourer,,3
"SKOOG, Mrs Anna Bernhardina",Dead,Southampton,3,Woman,43,Adult,Female,27.9,347088,,,3rd Class Passenger,3
"SLABENOFF, Mr Petco",Dead,Southampton,3,Man,42,Adult,Male,7.89583333,349214,,General Labourer,3rd Class Passenger,3
"SLAYTER, Miss Hilda Mary",Alive,Queenstown,2,Woman,30,Adult,Female,12.35,234818,13,,2nd Class Passenger,2
"SLEMEN, Mr Richard James",Dead,Southampton,2,Man,35,Adult,Male,10.5,28206,,,2nd Class Passenger,2
"SLIGHT, Mr Harry John",Dead,Southampton,Crew,Man,33,Adult,Male,,,,3rd Class Steward,Victualling Crew,V
"SLIGHT, Mr William Henry James",Dead,Belfast,Crew,Man,36,Adult,Male,,,,Larder Cook,Victualling Crew,V
"SLOAN, Miss Mary",Alive,Southampton,Crew,Woman,28,Adult,Female,,,,Stewardess,Victualling Crew,V
"SLOAN, Mr Peter",Dead,Belfast,Crew,Man,31,Adult,Male,,,,Chief Electrician,Engineering Crew,E
"SLOCOMBE, Mrs Maude Louise",Alive,Southampton,Crew,Woman,30,Adult,Female,,,,Turkish Bath Stewardess,Victualling Crew,V
"SLOCOVSKI, Mr Selman Francis",Dead,Southampton,3,Man,20,Adult,Male,8.05,392086,,Merchant,3rd Class Passenger,3
"SLOPER, Mr William Thompson",Alive,Southampton,1,Man,28,Adult,Male,35.5,113788,7,Stockbroker,1st Class Passenger,1
"SMALL, Mr William",Dead,Southampton,Crew,Man,40,Adult,Male,,,,Leading Fireman,Engineering Crew,E
"SMART, Mr John Montgomery",Dead,Southampton,1,Man,56,Adult,Male,26.55,113792,,,1st Class Passenger,1
"SMILJANIC, Mr Mile",Dead,Southampton,3,Man,37,Adult,Male,8.6625,315037,,Farm Labourer,3rd Class Passenger,3
"SMILLIE, Mr John",Dead,Belfast,Crew,Man,29,Adult,Male,,,[91],Saloon Steward,Victualling Crew,V
"SMITH, Captain Edward John",Dead,Southampton,Crew,Man,62,Adult,Male,,,,Master,Deck CrewTitanic Officers,D
"SMITH, Miss Katherine Elizabeth",Alive,Southampton,Crew,Woman,44,Adult,Female,,,,Stewardess,Victualling Crew,V
"SMITH, Miss Marion Elsie",Alive,Southampton,2,Woman,39,Adult,Female,13,31418,9,,2nd Class Passenger,2
"SMITH, Mr Charles",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Kitchen Porter,Victualling Crew,V
"SMITH, Mr Charles Edwin",Dead,Southampton,Crew,Man,38,Adult,Male,,,[329],Bed Room Steward,Victualling Crew,V
"SMITH, Mr Emest George",Dead,Southampton,Crew,Man,27,Adult,Male,,,,Trimmer,Engineering Crew,E
"SMITH, Mr F.",Dead,Belfast,Crew,Man,20,Adult,Male,,,,Assistant Pantryman Steward,Victualling Crew,V
"SMITH, Mr James Clinch",Dead,Cherbourg,1,Man,56,Adult,Male,30.6958333,17764,,Military,1st Class Passenger,1
"SMITH, Mr James Muil",Dead,Belfast,Crew,Man,39,Adult,Male,,,,Junior 4th. Engineer,Engineering Crew,E
"SMITH, Mr James William",Dead,Southampton,Crew,Man,24,Adult,Male,,,,Assistant baker,Victualling Crew,V
"SMITH, Mr John Richard Jago",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Postal Clerk / Postman,Victualling CrewPostal Clerk,V
"SMITH, Mr Lucian Philip",Dead,Cherbourg,1,Man,24,Adult,Male,60,13695,,,1st Class Passenger,1
"SMITH, Mr Reginald George",Dead,Southampton,Crew,Man,32,Adult,Male,,,,Saloon Steward (1st class),,V
"SMITH, Mr Richard William",Dead,Southampton,1,Man,,Adult,Male,26,113056,,,1st Class Passenger,1
"SMITH, Mr William",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Seaman,Deck Crew,D
"SMITH, Mrs Mary Eloise",Alive,Cherbourg,1,Woman,18,Adult,Female,60,13695,6,,1st Class Passenger,1
"SMITHER, Mr Harry John",Dead,Southampton,Crew,Man,22,Adult,Male,,,,Fireman,Engineering Crew,E
"SMYTH, Miss Julia",Alive,Queenstown,3,Woman,17,Adult,Female,7.73333333,335432,13,,3rd Class Passenger,3
"SMYTH, Mr Thomas",Dead,Queenstown,3,Man,26,Adult,Male,7.75,384461,,,3rd Class Passenger,3
"SNAPE, Mrs Lucy Violet",Dead,Southampton,Crew,Woman,22,Adult,Female,,,,Stewardess,Victualling Crew,V
"SNELLGROVE, Mr George",Dead,Southampton,Crew,Man,40,Adult,Male,,,,Fireman,Engineering Crew,E
"SNOOKS, Mr W.",Dead,Southampton,Crew,Man,26,Adult,Male,,,,Trimmer,Engineering Crew,E
"SNOW, Mr Eustace Philip",Alive,Southampton,Crew,Man,21,Adult,Male,,,,Trimmer,Engineering Crew,E
"SNYDER, Mr John Pillsbury",Alive,Southampton,1,Man,24,Adult,Male,82.2666667,21228,7,,1st Class Passenger,1
"SNYDER, Mrs Nelle",Alive,Southampton,1,Woman,23,Adult,Female,82.2666667,21228,7,,1st Class Passenger,1
"SOBEY, Mr Samuel James Hayden",Dead,Southampton,2,Man,25,Adult,Male,13,29178,,Quarryman,2nd Class Passenger,2
"SHOLT, Mr Peter Andreas Lauritz Andersen",Dead,Southampton,3,Man,19,Adult,Male,7.65,348124,,Carpenter / Joiner,3rd Class Passenger,3
"SOMERTON, Mr Francis William",Dead,Southampton,3,Man,30,Adult,Male,8.05,18509,,,3rd Class Passenger,3
"SPARKMAN, Mr Henry William",Alive,Southampton,Crew,Man,35,Adult,Male,,,,Fireman,Engineering Crew,E
"SPECTOR, Mr Woolf",Dead,Southampton,3,Man,23,Adult,Male,8.05,3236,,General Labourer,3rd Class Passenger,3
"SPEDDEN, Master Robert Douglas",Alive,Cherbourg,1,Child,6,Child,Male,134.5,16966,3,,1st Class Passenger,1
"SPEDDEN, Mr Frederic Oakley",Alive,Cherbourg,1,Man,45,Adult,Male,134.5,16966,3,,1st Class Passenger,1
"SPEDDEN, Mrs Margaretta Corning",Alive,Cherbourg,1,Woman,39,Adult,Female,134.5,16966,3,,1st Class Passenger,1
"SPENCER, Mr William Augustus",Dead,Cherbourg,1,Man,57,Adult,Male,146.520833,17569,,,1st Class Passenger,1
"SPENCER, Mrs Marie Eugenie",Alive,Cherbourg,1,Woman,45,Adult,Female,146.520833,17569,6,,1st Class Passenger,1
"SPINNER, Mr Henry John",Dead,Southampton,3,Man,32,Adult,Male,8.05,369943,,Grocer,3rd Class Passenger,3
"STAGG, Mr John Henry",Dead,Southampton,Crew,Man,38,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"ST_HELIN-MAEGLIN, Dr Max",Alive,Southampton,1,Man,32,Adult,Male,30.5,13214,3,Lawyer,1st Class Passenger,1
"STANBROOK, Mr Augustus George",Dead,Southampton,Crew,Man,30,Adult,Male,,,[316],Fireman,Engineering Crew,E
"STANEFF, Mr Ivan",Dead,Southampton,3,Man,23,Adult,Male,7.89583333,349208,,General Labourer,3rd Class Passenger,3
"STANKOVIC, Mr Ivan",Dead,Cherbourg,3,Man,33,Adult,Male,8.6875,349239,,General Labourer,3rd Class Passenger,3
"STANLEY, Miss Amy Zillah Elsie",Alive,Southampton,3,Woman,24,Adult,Female,7.55,2314,C,Servant,3rd Class Passenger,3
"STANLEY, Mr Edward Roland",Dead,Southampton,3,Man,21,Adult,Male,8.05,45380,,Porter,3rd Class Passenger,3
"STANTON, Mr Samuel Ward",Dead,Cherbourg,2,Man,42,Adult,Male,15,237734,,,2nd Class Passenger,2
"STAP, Miss Sarah Agnes",Alive,Southampton,Crew,Woman,47,Adult,Female,,,11,Stewardess,Victualling Crew,V
"STEAD, Mr William Thomas",Dead,Southampton,1,Man,62,Adult,Male,26.55,113514,,Journalist,1st Class Passenger,1
"STEBBINGS, Mr Sydney Frederick",Dead,Belfast,Crew,Man,35,Adult,Male,,,,Chief Boots Steward (1st Class),Victualling Crew,V
"STEEL, Mr Robert Edward",Dead,Southampton,Crew,Man,29,Adult,Male,,,,Trimmer,Engineering Crew,E
"STENGEL, Mr Charles Emil Henry",Alive,Cherbourg,1,Man,54,Adult,Male,55.4416667,11778,1,Businessman,1st Class Passenger,1
"STENGEL, Mrs Annie May",Alive,Cherbourg,1,Woman,44,Adult,Female,55.4416667,11778,5,,1st Class Passenger,1
"STEPHENSON, Mrs Martha",Alive,Cherbourg,1,Woman,52,Adult,Female,78.2666667,36947,4,,1st Class Passenger,1
"STEWART, Mr Albert Ankeny",Dead,Cherbourg,1,Man,64,Adult,Male,27.7208333,17605,,Businessman,1st Class Passenger,1
"STEWART, Mr John",Alive,Belfast,Crew,Man,27,Adult,Male,,,15,Verandah Steward,Victualling Crew,V
"STOCKER, Mr Henry Dorey",Dead,Southampton,Crew,Man,20,Adult,Male,,,,Trimmer,Engineering Crew,E
"STOKES, Mr Philip Joseph",Dead,Southampton,2,Man,25,Adult,Male,10.5,13540,[81],Bricklayer,2nd Class Passenger,2
"STONE, Mr Edmund",Dead,Southampton,Crew,Man,33,Adult,Male,,,[41],1st Class Bedroom Steward,Victualling Crew,V
"STONE, Mr Edward Thomas",Dead,Southampton,Crew,Man,29,Adult,Male,,,[243],Bedroom Steward (2nd class),Victualling Crew,V
"STONE, Mrs Martha Evelyn",Alive,Southampton,1,Woman,62,Adult,Female,80,113572,6,,1st Class Passenger,1
"STOREY, Mr Thomas",Dead,Southampton,3,Man,51,Adult,Male,0,370160,[261],Seaman,3rd Class Passenger,3
"STOYTCHEFF, Mr Ilia",Dead,Southampton,3,Man,19,Adult,Male,7.89583333,349205,,General Labourer,3rd Class Passenger,3
"STRANDBERG, Miss Ida Sofia",Dead,Southampton,3,Woman,22,Adult,Female,9.8375,7553,,,3rd Class Passenger,3
"STRANDN, Mr Juho Niilosson",Alive,Southampton,3,Man,31,Adult,Male,7.925,3101288,9,,3rd Class Passenger,3
"STRAUS, Mr Isidor",Dead,Southampton,1,Man,67,Adult,Male,221.779167,17483,[96],Businessman,1st Class Passenger,1
"STRAUS, Mrs Rosalie Ida",Dead,Southampton,1,Woman,63,Adult,Female,221.779167,17483,,,1st Class Passenger,1
"STREET, Mr Thomas Albert",Alive,Southampton,Crew,Man,25,Adult,Male,,,9,Fireman,Engineering Crew,E
"STRILIC, Mr Ivan",Dead,Southampton,3,Man,27,Adult,Male,8.6625,315083,,Farmer,3rd Class Passenger,3
"STRM, Miss Telma Matilda",Dead,Southampton,3,Child,2,Child,Female,10.4625,347054,,,3rd Class Passenger,3
"STRM, Mrs Elna Matilda",Dead,Southampton,3,Woman,29,Adult,Female,10.4625,347054,,,3rd Class Passenger,3
"STROUD, Mr Edward Alfred Orlando",Dead,Southampton,Crew,Man,19,Adult,Male,,,,Saloon Steward (2nd class),Victualling Crew,V
"STROUD, Mr Harry John",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"STRUGNELL, Mr John Herbert",Dead,Belfast,Crew,Man,34,Adult,Male,,,,Saloon Steward (1st class),Victualling Crew,V
"STUBBINGS, Mr Harry Robert",Dead,Belfast,Crew,Man,31,Adult,Male,,,,2nd. Class Cook,Victualling Crew,V
"STUBBS, Mr James Henry",Dead,Southampton,Crew,Man,28,Adult,Male,,,,Fireman,Engineering Crew,E
"SULLIVAN, Mr S.",Dead,Southampton,Crew,Man,25,Adult,Male,,,,Fireman,Engineering Crew,E
"SUNDERLAND, Mr Victor Francis",Alive,Southampton,3,Man,20,Adult,Male,8.05,392089,B,Farmer,3rd Class Passenger,3
"SUNDMAN, Mr Johan Julian",Alive,Southampton,3,Man,44,Adult,Male,7.925,3101269,15,,3rd Class Passenger,3
"SUTEHALL, Mr Henry Jr",Dead,Southampton,3,Man,25,Adult,Male,7.05,392076,,Coach Trimmer,3rd Class Passenger,3
"SUTTON, Mr Frederick",Dead,Southampton,1,Man,61,Adult,Male,32.3208333,36963,[46],Property Developer / Real Estate,1st Class Passenger,1
"SVENSSON, Mr Johan",Dead,Southampton,3,Man,74,Adult,Male,7.775,347060,,,3rd Class Passenger,3
"SVENSSON, Mr Johan Cervin",Alive,Southampton,3,Child,14,Child,Male,9.225,7538,13,,3rd Class Passenger,3
"SVENSSON, Mr Olof",Dead,Southampton,3,Man,24,Adult,Male,7.79583333,350035,,Farmer,3rd Class Passenger,3
"SWAN, Mr William",Dead,Belfast,Crew,Man,46,Adult,Male,,,,1st Class Bedroom Steward,Victualling Crew,V
"SWANE, Mr George",Dead,Southampton,2,Man,19,Adult,Male,13,248734,[294],Chauffeur,2nd Class PassengerServant,2
"SWEET, Mr George Frederick",Dead,Southampton,2,Child,14,Child,Male,65,220845,,Farm Labourer,2nd Class Passenger,2
"SWIFT, Mrs Margaret Welles",Alive,Southampton,1,Woman,46,Adult,Female,25.9291667,17466,8,,1st Class Passenger,1
"SYMONDS, Mr John Crane",Dead,Belfast,Crew,Man,44,Adult,Male,,,,Saloon Steward,Victualling Crew,V
"SYMONS, Mr George Thomas Macdonald",Alive,Southampton,Crew,Man,24,Adult,Male,,,1,Lookout,Deck Crew,D
"TALBOT, Mr George Frederick Charles",Dead,Southampton,Crew,Man,20,Adult,Male,,,[150],Steward,Victualling Crew,V
"TAMLYN, Mr Frederick",Dead,Southampton,Crew,Man,23,Adult,Male,,,[123],Mess Steward (Deck Dept.),Deck Crew,D
"TANNuS, Master As'ad",Alive,Cherbourg,3,Child,0.41,Child,Male,8.51,,16,,,3
"TANNuS, Mr Bashir",Dead,Cherbourg,3,Man,31,Adult,Male,6.4375,,,Dealer,,3
"TANNuS, Mrs Thamin",Alive,Cherbourg,3,Woman,16,Adult,Female,8.51,,14,,,3
"TAUSSIG, Miss Ruth",Alive,Southampton,1,Woman,18,Adult,Female,79.65,110413,8,,1st Class Passenger,1
"TAUSSIG, Mr Emil",Dead,Southampton,1,Man,52,Adult,Male,79.65,110413,,,1st Class Passenger,1
"TAUSSIG, Mrs Tillie",Alive,Southampton,1,Woman,39,Adult,Female,79.65,110413,8,,1st Class Passenger,1
"TAYLOR, Mr Bernard Cuthbert",Dead,Southampton,Crew,Man,22,Adult,Male,,,,3rd Class Steward,Victualling Crew,V
"TAYLOR, Mr C.",Dead,Southampton,Crew,Man,35,Adult,Male,,,,Able Seaman,Deck Crew,D
"TAYLOR, Mr Elmer Zebley",Alive,Southampton,1,Man,48,Adult,Male,52,19996,5,Manufacturer,1st Class Passenger,1
"TAYLOR, Mr George",Alive,Southampton,Crew,Man,24,Adult,Male,,,1,Fireman,Engineering Crew,E
"TAYLOR, Mr J.",Dead,Southampton,Crew,Man,42,Adult,Male,,,,Fireman,Engineering Crew,E
"TAYLOR, Mr John Henry",Dead,Southampton,Crew,Man,49,Adult,Male,,,,Fireman,Engineering Crew,E
"TAYLOR, Mr Leonard",Dead,Southampton,Crew,Man,23,Adult,Male,,,,Turkish Bath Attendant,Victualling Crew,V
"TAYLOR, Mr Percy Cornelius",Dead,Southampton,2,Man,32,Adult,Male,0,250654,,Musician,2nd Class PassengerMusician,2
