total_cup_points,species,owner,country_of_origin,farm_name,mill,company,altitude,region,producer,in_country_partner,harvest_year,grading_date,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
80.33,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,tokoffee莊園,tokoffee莊園,blossom valley宸嶧國際,600 m,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,Blossom Valley International,2013/2014,"December 26th, 2013",Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,m,600,600,600
80.33,Arabica,juan luis alvarado romero,Guatemala,la castellana,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGRIPEC DE LA VEGA Y CIA.,Asociacion Nacional Del Café,2013,"June 6th, 2013",Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,0.11,1,0,Green,4,"June 6th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
80.33,Arabica,miguel cortes moreno,Mexico,NA,"comunidad de sacún palma, municipio de chilón, chiapas",estrategias constructivas corzu s.a. de c.v.,940,chilón,ARMANDO GUTIERREZ GUZMAN,AMECAFE,2012,"August 30th, 2012",Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,0.11,0,0,Green,21,"August 30th, 2013",AMECAFE,m,940,940,940
80.33,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,cqi,NA,kona,NA,Specialty Coffee Association,2012,"February 8th, 2012",Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,0.12,5,0,Green,7,"February 7th, 2013",Specialty Coffee Association,ft,NA,NA,NA
80.33,Arabica,ethiopia commodity exchange,Ethiopia,NA,NA,NA,NA,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,Ethiopia Commodity Exchange,2010,"June 17th, 2010",NA,NA,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,0.1,0,0,NA,1,"June 17th, 2011",Ethiopia Commodity Exchange,m,NA,NA,NA
80.25,Arabica,volcafe ltda. - brasil,Brazil,são rafael_ ra/ras certified,copag - varginha - mg,volcafe ltda.,995,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,Brazil Specialty Coffee Association,2017 / 2018,"November 3rd, 2017",Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,0.11,0,1,Green,1,"November 3rd, 2018",Brazil Specialty Coffee Association,m,995,995,995
80.25,Arabica,bismarck castro,Honduras,las moras,cigrah s.a de c.v.,cigrah s.a de c.v,1400,comayagua,Yamilet Lope,Instituto Hondureño del Café,2016,"April 6th, 2017",Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,0.1,0,0,Green,4,"April 6th, 2018",Instituto Hondureño del Café,m,1400,1400,1400
80.25,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cortapico,café don balbino,cafe don balbino s.c. de r.l. de c.v.,1600,sierra madre occidental,Balbino Ramirez Flores,Centro Agroecológico del Café A.C.,2016,"April 26th, 2016",Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,0.1,0,0,Green,2,"April 26th, 2017",Centro Agroecológico del Café A.C.,m,1600,1600,1600
80.25,Arabica,bob mccauley,Myanmar,waylead farms,green beans,"waylead industrial co, ltd.",3000 ft,"yauk sauk, shan state","Waylead Co, Ltd",Specialty Coffee Association,2015,"August 27th, 2015",Other,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,0.11,1,0,Green,26,"August 26th, 2016",Specialty Coffee Association,ft,914.4,914.4,914.4
80.25,Arabica,u htun htun,Myanmar,thein kone,NA,NA,4287,ywar ngan,U Htun Htun,Coffee Quality Institute,2014,"July 17th, 2015",Catuai,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,0,0,0,Green,1,"July 16th, 2016",Coffee Quality Institute,m,4287,4287,4287
80.25,Arabica,gloria antonieta escobar urrutia,Nicaragua,finca el consuelo,"beneficio matagalpa coffee group, s.a.",zeas escobar y compañía limitada,900 m.s.n.m.,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,Asociación de Cafés Especiales de Nicaragua,2015,"February 20th, 2015",Caturra,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,0.11,0,0,Green,2,"February 20th, 2016",Asociación de Cafés Especiales de Nicaragua,m,900,900,900
80.25,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2014,"March 3rd, 2014",Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,0.12,4,0,Green,13,"March 3rd, 2015",Specialty Coffee Association,ft,NA,NA,NA
80.25,Arabica,honor dela fuente,Colombia,NA,NA,costco wholesale industries,NA,NA,NA,Specialty Coffee Association,2012,"January 8th, 2014",Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1,0,0,Green,0,"January 8th, 2015",Specialty Coffee Association,m,NA,NA,NA
80.25,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,weng hui ling 翁惠鈴,weng hui ling 翁惠鈴,blossom valley宸嶧國際,700 m,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,m,700,700,700
80.25,Arabica,the coffee source inc.,Guatemala,several,ixchel,the coffee source inc.,1400,oriente,UNEX,Specialty Coffee Association,2012,"January 9th, 2013",Caturra,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,0.11,1,0,Green,12,"January 9th, 2014",Specialty Coffee Association,m,1400,1400,1400
80.25,Arabica,saul m. hernandez ramirez,Mexico,mirador,en coyula,NA,808,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",AMECAFE,2012,"September 27th, 2012",Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,0.11,2,0,None,8,"September 27th, 2013",AMECAFE,m,808,808,808
80.17,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,yes,"sunvirtue co., ltd.",1550,dala,"Yeh, Li Chuan",Specialty Coffee Association,2017,"May 9th, 2017",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,0,0,0,NA,2,"May 9th, 2018",Specialty Coffee Association,m,1550,1550,1550
80.17,Arabica,"exportadora atlantic, s.a.",Nicaragua,los mesones,planta procesadora sebaco,exportadora atlantic s.a,1100 - 1275 mts,jinotega,Sheldom La rue,Asociación de Cafés Especiales de Nicaragua,2015,"April 24th, 2015",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,0.11,0,0,NA,2,"April 23rd, 2016",Asociación de Cafés Especiales de Nicaragua,m,1100,1275,1187.5
80.17,Arabica,cadexsa,Honduras,cerro bueno,cadexsa,cadexsa,1400 msnm,marcala,Jose Omar Acosta,Instituto Hondureño del Café,2015,"January 26th, 2015",Catuai,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,0.11,0,0,Green,0,"January 26th, 2016",Instituto Hondureño del Café,m,1400,1400,1400
80.17,Arabica,juan luis alvarado romero,Guatemala,el morito,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,Asociacion Nacional Del Café,2013,"August 7th, 2013",Bourbon,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,0.11,0,0,Green,2,"August 7th, 2014",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
80.17,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",alcafe s.a. de c.v,café katsina,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,AMECAFE,2012,"October 9th, 2012",Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,0.11,0,0,Green,2,"October 9th, 2013",AMECAFE,m,1250,1250,1250
80.17,Arabica,israel eduardo paz garcia,Mexico,el carrizo,"zaragoza itundujia, oaxaca",cafeorganico.mx,1550,zaragoza itundujia,CIRILO JOSE JOSE,AMECAFE,2012,"September 13th, 2012",Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,0.14,1,0,Green,2,"September 13th, 2013",AMECAFE,m,1550,1550,1550
80.17,Arabica,marco virgilio ramirez teliz,Mexico,el aguacate,cafes de naranjal s.a. de c.v.,cafes de naranjal s.a. de c.v,1000,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,AMECAFE,2012,"September 10th, 2012",Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,0.12,0,0,Green,12,"September 10th, 2013",AMECAFE,m,1000,1000,1000
80.17,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,beneficio ixchel,"unex guatemala, s.a.",4300,oriente,AGROPECUARIA QUIAGRAL,Asociacion Nacional Del Café,2012,"May 24th, 2012",Bourbon,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,0.11,0,0,Green,5,"May 24th, 2013",Asociacion Nacional Del Café,ft,1310.64,1310.64,1310.64
80.17,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,kona,NA,Specialty Coffee Association,NA,"September 22nd, 2011",NA,NA,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,0.05,12,0,NA,1,"September 21st, 2012",Specialty Coffee Association,ft,NA,NA,NA
80.08,Arabica,brayan cunha souza,Brazil,NA,cafeco 3,carmo coffees,1100,mantiqueira de minas,NA,Brazil Specialty Coffee Association,2017 / 2018,"November 29th, 2017",Bourbon,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,0.11,0,0,Green,5,"November 29th, 2018",Brazil Specialty Coffee Association,m,1100,1100,1100
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,好自在咖啡莊園,好自在咖啡莊園,宸嶧國際,850公尺,苗栗泰安,簡義榮,Blossom Valley International,2014,"November 23rd, 2014",Typica,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,0.07,0,0,Green,0,"November 23rd, 2015",Blossom Valley International,m,850,850,850
80.08,Arabica,honor dela fuente,Nicaragua,NA,NA,costco wholesale industries,NA,NA,NA,Specialty Coffee Association,2013,"February 25th, 2014",NA,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,0.1,0,0,Green,4,"February 25th, 2015",Specialty Coffee Association,m,NA,NA,NA
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,sheng he shang pin coffee 聖荷上品咖啡坊,blossom valley宸嶧國際,200 m,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,m,200,200,200
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,a shu she coffee 阿束社咖啡莊園,a shu she coffee 阿束社咖啡莊園,blossom valley宸嶧國際,150 m,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,m,150,150,150
80.08,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,wu kun shan coffee 吳焜山咖啡園,wu kun shan coffee 吳焜山咖啡園,blossom valley宸嶧國際,250 m,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,m,250,250,250
80.08,Arabica,israel eduardo paz garcia,Mexico,el tabaco,"zaragoza itundujia, oaxaca",cafeorganico.mx,1300,zaragoza itundujia,ALBERTA TEODORO ANALCO,AMECAFE,2012,"September 14th, 2012",Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,0.15,0,0,None,0,"September 14th, 2013",AMECAFE,m,1300,1300,1300
80.08,Arabica,federico pacheco perez,Mexico,NA,NA,NA,1300,escuitla,FEDERICO PACHECO PEREZ,AMECAFE,2012,"August 30th, 2012",Typica,Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,0.14,1,0,Green,17,"August 30th, 2013",AMECAFE,m,1300,1300,1300
80,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,santa matilde,beneficio san carlos,"comercial internacional exportadora, s.a.",1250,jinotega,RONALDO LACAYO CARDENAL,Instituto Hondureño del Café,2017,"June 13th, 2017",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,0.1,0,0,Green,5,"June 13th, 2018",Instituto Hondureño del Café,m,1250,1250,1250
80,Arabica,ngu shwe li,Myanmar,doe kwin,ngu shwe li coffee estate,ngu shwe li coffee estate,3845,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,Coffee Quality Institute,2015,"July 17th, 2015",Other,Washed / Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,0,0,0,Green,4,"July 16th, 2016",Coffee Quality Institute,m,3845,3845,3845
80,Arabica,kurt kappeli,Mexico,various,productores de cafes especiales sc,globus coffee,1300 to 1500 meters,"sierra fraylesca, chiapas",various small producers,Specialty Coffee Association,2014,"May 1st, 2014",Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,0,0,0,Green,2,"May 1st, 2015",Specialty Coffee Association,m,1300,1500,1400
80,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,zhang li hong coffee 張立宏咖啡莊園,zhang li hong coffee 張立宏咖啡莊園,blossom valley宸嶧國際,250 m,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,Blossom Valley International,2013/2014,"December 26th, 2013",Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7,10,10,10,7,0.11,0,0,Green,0,"December 26th, 2014",Blossom Valley International,m,250,250,250
80,Arabica,doi tung development project,Thailand,doi tung development project,doi tung development project,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,2012,"May 29th, 2013",NA,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,0,0,0,Green,0,"May 29th, 2014",Specialty Coffee Association,m,800,800,800
80,Arabica,pablo enrique martinez gama,Mexico,"la orduña, coatepec, veracruz",alcafe s.a. de c.v,NA,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,AMECAFE,2012,"September 10th, 2012",Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,0.12,0,0,Green,9,"September 10th, 2013",AMECAFE,m,1250,1250,1250
80,Arabica,semiramis casas velazquez,Mexico,"santa clara, california y camila",finca camila,NA,1100,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,AMECAFE,2012,"September 4th, 2012",Other,Washed / Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,0.11,0,0,Green,12,"September 4th, 2013",AMECAFE,m,1100,1100,1100
80,Arabica,ethiopia commodity exchange,Ethiopia,"phone number | 0911-51-08-01, email | at",NA,NA,NA,limu,Contact name | ATO Teshome Belamo,Ethiopia Commodity Exchange,2010,"June 17th, 2010",NA,NA,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,0.05,0,0,NA,2,"June 17th, 2011",Ethiopia Commodity Exchange,m,NA,NA,NA
79.92,Arabica,federacion nacional de cafeteros,Colombia,NA,NA,federacion nacional de cafeteros,NA,huila,NA,Almacafé,2015,"April 23rd, 2015",NA,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,0,0,0,Green,1,"April 22nd, 2016",Almacafé,m,NA,NA,NA
79.92,Arabica,eileen koyanagi,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2014,"May 12th, 2014",Hawaiian Kona,Natural / Dry,7.5,7,7,6.92,7.33,7.17,10,10,10,7,0.11,1,0,Green,3,"May 12th, 2015",Specialty Coffee Association,ft,NA,NA,NA
79.92,Arabica,calixto guillen vazquez,Mexico,various,productores de cafes especiales sc,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,AMECAFE,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,0.12,0,0,Green,4,"March 29th, 2014",AMECAFE,m,1300,1300,1300
79.92,Arabica,alejandro garcia palacios,Mexico,finca buenos aires,finca la fortuna,industrializadora de kaffee andes s.a. de c.v.,1100,"motozintla, chiapas",MARTHA PALACIOS,AMECAFE,2012,"September 11th, 2012",Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,0.12,1,0,Green,7,"September 11th, 2013",AMECAFE,m,1100,1100,1100
79.92,Arabica,christina dusing,Mexico,rancho san francisco iii,ecc beneficio veracruz,NA,1100,veracruz,DELMAR MORENO GUILLEN,AMECAFE,2012,"August 30th, 2012",Bourbon,Washed / Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,0,0,0,NA,0,"August 30th, 2013",AMECAFE,m,1100,1100,1100
79.92,Arabica,montegrande,Mexico,finca monte grande,"finca montegrande, jaltenango",NA,1100,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,AMECAFE,2012,"July 26th, 2012",Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,0.11,0,0,Green,3,"July 26th, 2013",AMECAFE,m,1100,1100,1100
79.92,Arabica,pablo enrique martinez gama,Mexico,finca la orduña,"finca la orduña, coatepec, ver.",NA,1250,coatepec,PABLO ENRIQUE MARTINEZ GAMA,AMECAFE,2012,"July 11th, 2012",Typica,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,0.12,0,0,Green,6,"July 11th, 2013",AMECAFE,m,1250,1250,1250
79.92,Arabica,jesus carlos cadena valdivia,Mexico,finca huehuetecpan,"cosautlan de carvajal, veracruz, méxico",cafetalera la asunción s.a. de c.v.,1250,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,AMECAFE,2012,"July 11th, 2012",Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,0.11,0,0,Green,0,"July 11th, 2013",AMECAFE,m,1250,1250,1250
79.92,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,NA,NA,kona,NA,Specialty Coffee Association,NA,"September 22nd, 2011",NA,NA,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,0.05,3,0,NA,0,"September 21st, 2012",Specialty Coffee Association,ft,NA,NA,NA
79.83,Arabica,kennedy macharia,Kenya,yara estate / benvar estate,sasini mills / thika cofee mills,taylor winch (coffee) ltd,1500,kiambu,YARA / BENVAR,Kenya Coffee Traders Association,2017,"August 25th, 2017",SL34,Washed / Wet,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,0.11,0,1,NA,5,"August 25th, 2018",Kenya Coffee Traders Association,m,1500,1500,1500
79.83,Arabica,juan luis alvarado romero,Guatemala,piamonte,beneficio ixchel,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,Asociacion Nacional Del Café,2017,"August 22nd, 2017",Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,0.1,0,0,Green,2,"August 22nd, 2018",Asociacion Nacional Del Café,m,1700,1700,1700
79.83,Arabica,asociación aldea global jinotega,Nicaragua,asociación aldea global jinotega,beneficio soppexcca,asociación aldea global jinotega,1250,jinotega,Asociación Aldea Global Jinotega,Asociación de Cafés Especiales de Nicaragua,2014,"March 30th, 2015",Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,0.11,0,0,Green,0,"March 29th, 2016",Asociación de Cafés Especiales de Nicaragua,m,1250,1250,1250
79.83,Arabica,sergio de la vequia bernardi,Mexico,la cuchilla,cafetalera la cuchilla,NA,1300,veracruz,CIRO DE LA VEQUIA CESSA,AMECAFE,2012,"July 11th, 2012",Typica,Washed / Wet,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,0.12,0,0,Green,3,"July 11th, 2013",AMECAFE,m,1300,1300,1300
79.83,Arabica,kona pacific farmers cooperative,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,kona,NA,Specialty Coffee Association,2012,"April 5th, 2012",Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,0.12,7,0,Blue-Green,10,"April 5th, 2013",Specialty Coffee Association,ft,NA,NA,NA
79.75,Arabica,juan luis alvarado romero,Guatemala,la esperanza,beneficio ixchel,"unex guatemala, s.a.",1901.64,oriente,"AGRICOLA EL PILAR, S.A.",Asociacion Nacional Del Café,2016,"June 22nd, 2017",Bourbon,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.25,0.1,0,4,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,m,190164,190164,190164
79.75,Arabica,"lin, che-hao krude 林哲豪",Taiwan,ka-vulungan coffee estate,ka-vulungan coffee estate,"red on tree co., ltd.",800-1200,"taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,Specialty Coffee Association,2014,"March 21st, 2015",Typica,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,0,0,0,NA,0,"March 20th, 2016",Specialty Coffee Association,m,800,1200,1000
79.75,Arabica,"lin, che-hao krude 林哲豪",Taiwan,baijiada coffee farm佰加達咖啡莊園,baijiada coffee farm佰加達咖啡莊園,"red on tree co., ltd.",500-700m,"baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,Specialty Coffee Association,2013,"July 28th, 2014",Typica,Washed / Wet,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,0.1,0,0,Blue-Green,0,"July 28th, 2015",Specialty Coffee Association,m,500,700,600
79.75,Arabica,doi tung development project,Thailand,NA,doi tung development project,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,2013,"June 16th, 2014",NA,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,0.12,0,0,Green,0,"June 16th, 2015",Specialty Coffee Association,m,800,800,800
79.75,Arabica,dane loraas,Peru,NA,NA,sustainable harvest,NA,huanuco,NA,Specialty Coffee Association,2013,"January 23rd, 2014",NA,Washed / Wet,7,7.08,7,7.25,7.5,7.42,9.33,10,10,7.17,0.12,1,0,Green,2,"January 23rd, 2015",Specialty Coffee Association,m,NA,NA,NA
79.75,Arabica,the coffee source inc.,Costa Rica,several,coopeagri,the coffee source inc.,1100,brunca,Coopeagri,Specialty Coffee Association,2013,"September 23rd, 2013",Catuai,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8,8,10,8,0.1,0,0,Bluish-Green,4,"September 23rd, 2014",Specialty Coffee Association,m,1100,1100,1100
79.75,Arabica,fredy gordillo reyes,Mexico,union ramal santa cruz,union ramal santa cruz,union ramal santa cruz spr de ri,1400,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,AMECAFE,2013,"March 29th, 2013",Typica,Washed / Wet,7.58,7.08,7,7,7.5,6.92,10,10,10,6.67,0.12,0,0,Green,4,"March 29th, 2014",AMECAFE,m,1400,1400,1400
79.75,Arabica,leonides de la cruz lopez,Mexico,comonyaj noptic s de ss,NA,comon yaj noptic s. de ss,1022,chiapas,COMONYAJ NOPTIC S DE SS,AMECAFE,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10,9.33,10,6.83,0.13,0,0,Green,4,"March 29th, 2014",AMECAFE,m,1022,1022,1022
79.75,Arabica,calixto guillen vazquez,Mexico,various,productores de cafes especiales sc,"finca triunfo verde, s.c.",1300,chiapas,VARIOS PRODUCTORES,AMECAFE,2013,"March 29th, 2013",Bourbon,Washed / Wet,7.25,7.08,7,7.17,7.17,7.08,10,10,10,7,0.12,0,0,Green,5,"March 29th, 2014",AMECAFE,m,1300,1300,1300
79.75,Arabica,israel eduardo paz garcia,Mexico,peña negra,"zaragoza itundujia, oaxaca",cafeorganico.mx,1450,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,AMECAFE,2012,"September 14th, 2012",Bourbon,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7,10,10,10,6.92,0.14,0,0,None,0,"September 14th, 2013",AMECAFE,m,1450,1450,1450
79.75,Arabica,alfredo bojalil,Mexico,el vergel,amsa oaxaca,ecomtrading,1050,pochutla,ANGEL GONZALES,AMECAFE,2012,"September 4th, 2012",Typica,Washed / Wet,7.33,7.25,7,7.08,7.08,7,10,10,10,7,0.1,1,0,Green,22,"September 4th, 2013",AMECAFE,m,1050,1050,1050
79.75,Arabica,lusso lab,Guatemala,genuine antigua medina,NA,lusso coffee lab,NA,antigua,Jorge Bolanos,Specialty Coffee Association,2012,"July 23rd, 2012",Bourbon,Washed / Wet,7.58,7.33,7.5,7.33,7,7.33,9.33,9.33,9.33,7.67,0,0,0,Green,4,"July 23rd, 2013",Specialty Coffee Association,m,NA,NA,NA
79.75,Arabica,montegrande,Mexico,finca monte grande,NA,cafe montegrande,1100,tuxtla gutierrez,ALFREDO MOISES CEJA,AMECAFE,2012,"June 6th, 2012",Typica,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10,10,10,7.33,0.12,0,0,NA,7,"June 6th, 2013",AMECAFE,m,1100,1100,1100
79.67,Arabica,juan luis alvarado romero,Guatemala,la esmeralda,beneficio ixchel,"unex guatemala, s.a.",4000,oriente,JESUS RAMIREZ,Asociacion Nacional Del Café,2016,"June 22nd, 2017",Bourbon,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,7.25,0.1,0,2,Green,1,"June 22nd, 2018",Asociacion Nacional Del Café,ft,1219.2,1219.2,1219.2
79.67,Arabica,consejo salvadoreño del café,El Salvador,la montaña,sociedad cooperativa de cafetaleros de ciudad barrios de r.l.,consejo salvadoreño del café,1250,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,Salvadoran Coffee Council,2016,"March 23rd, 2017",Bourbon,Washed / Wet,7.25,7.08,7,6.83,7.33,7.17,10,10,10,7,0,0,0,Bluish-Green,12,"March 23rd, 2018",Salvadoran Coffee Council,m,1250,1250,1250
79.67,Arabica,doi tung development project,Thailand,NA,doi tung development project,doi tung development project,800++,thailand,Doi Tung Development Project,Specialty Coffee Association,2013,"June 16th, 2014",NA,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,0.12,0,0,Blue-Green,0,"June 16th, 2015",Specialty Coffee Association,m,800,800,800
